customer_id,customer_tier,region,plan,industry,monthly_revenue,mrr,arr,customer_since,churn_flag,renewal_date,account_age_days,usage_score,support_tickets,nps_score
CUS-043833,bronze,LATAM,enterprise,retail,130,130,1560,2024-07-01,false,2025-07-01,794,69,2,8
CUS-043834,gold,EU,unlimited,tech,4235,4235,50820,2024-03-04,false,2025-03-04,912,76,4,9
CUS-043835,platinum,EU,unlimited,finance,18651,18651,223812,2024-11-10,false,2025-11-10,661,42,5,5
CUS-043836,silver,APAC,professional,media,1196,1196,14352,2023-02-11,false,2024-02-11,1299,76,12,0
CUS-043837,silver,EU,starter,manufacturing,285,285,3420,2024-02-20,false,2025-02-20,925,48,5,8
CUS-043838,platinum,EU,starter,media,7496,7496,89952,2023-09-13,false,2024-09-13,1085,95,8,10
CUS-043839,silver,LATAM,starter,healthcare,1075,1075,12900,2024-10-03,false,2025-10-03,699,37,9,2
CUS-043840,bronze,NA,starter,retail,250,250,3000,2024-01-24,false,2025-01-24,952,69,12,3
CUS-043841,bronze,APAC,enterprise,healthcare,246,246,2952,2024-03-25,false,2025-03-25,891,40,9,4
CUS-043842,platinum,APAC,professional,tech,14372,14372,172464,2024-07-06,false,2025-07-06,788,31,8,3
CUS-043843,bronze,EU,enterprise,finance,209,209,2508,2023-12-12,false,2024-12-12,996,64,6,2
CUS-043844,bronze,LATAM,starter,retail,126,126,1512,2023-04-25,false,2024-04-25,1226,58,6,5
CUS-043845,silver,EU,professional,finance,1078,1078,12936,2024-01-27,false,2025-01-27,950,61,8,2
CUS-043846,platinum,NA,enterprise,tech,5570,5570,66840,2024-09-21,false,2025-09-21,712,31,8,6
CUS-043847,silver,APAC,unlimited,tech,1224,1224,14688,2023-08-11,false,2024-08-11,1119,56,6,6
CUS-043848,silver,LATAM,professional,media,857,857,10284,2024-02-19,false,2025-02-19,926,34,3,9
CUS-043849,silver,EU,enterprise,finance,743,743,8916,2023-01-17,false,2024-01-17,1324,90,3,9
CUS-043850,silver,NA,enterprise,tech,949,949,11388,2023-11-16,false,2024-11-16,1021,69,6,5
CUS-043851,platinum,LATAM,starter,tech,18402,18402,220824,2024-09-12,false,2025-09-12,720,83,10,5
CUS-043852,bronze,EU,starter,media,143,143,1716,2023-01-01,true,2024-01-01,1341,41,1,2
CUS-043853,gold,APAC,unlimited,finance,1383,1383,16596,2024-10-16,false,2025-10-16,686,63,1,8
CUS-043854,silver,LATAM,unlimited,media,950,950,11400,2024-05-20,false,2025-05-20,835,95,2,0
CUS-043855,platinum,APAC,unlimited,tech,13336,13336,160032,2023-08-20,false,2024-08-20,1110,89,14,3
CUS-043856,gold,NA,enterprise,tech,4422,4422,53064,2023-01-21,false,2024-01-21,1320,45,3,3
CUS-043857,platinum,LATAM,enterprise,media,19726,19726,236712,2024-12-04,false,2025-12-04,637,55,10,1
CUS-043858,silver,NA,unlimited,manufacturing,573,573,6876,2024-01-05,true,2025-01-05,971,43,9,7
CUS-043859,platinum,LATAM,starter,media,10036,10036,120432,2023-01-01,false,2024-01-01,1340,61,3,0
CUS-043860,silver,LATAM,starter,retail,322,322,3864,2024-08-13,true,2025-08-13,750,31,1,4
CUS-043861,bronze,NA,professional,finance,90,90,1080,2024-02-02,true,2025-02-02,943,58,15,2
CUS-043862,bronze,EU,unlimited,finance,173,173,2076,2023-11-17,false,2024-11-17,1020,73,11,1
CUS-043863,gold,NA,unlimited,media,3312,3312,39744,2023-12-21,false,2024-12-21,986,47,5,8
CUS-043864,bronze,EU,unlimited,finance,149,149,1788,2024-07-13,false,2025-07-13,781,46,2,7
CUS-043865,silver,LATAM,starter,retail,998,998,11976,2024-12-17,true,2025-12-17,625,33,8,4
CUS-043866,silver,EU,unlimited,retail,1138,1138,13656,2024-01-08,false,2025-01-08,969,99,14,5
CUS-043867,silver,NA,professional,media,1116,1116,13392,2024-12-13,false,2025-12-13,628,78,6,2
CUS-043868,bronze,LATAM,enterprise,tech,241,241,2892,2023-03-03,false,2024-03-03,1279,34,6,0
CUS-043869,silver,EU,enterprise,manufacturing,720,720,8640,2024-04-14,false,2025-04-14,872,62,1,5
CUS-043870,silver,APAC,starter,retail,783,783,9396,2024-12-12,false,2025-12-12,630,40,7,5
CUS-043871,gold,APAC,enterprise,tech,4354,4354,52248,2024-04-11,false,2025-04-11,875,40,0,7
CUS-043872,bronze,LATAM,unlimited,manufacturing,161,161,1932,2024-03-29,false,2025-03-29,888,57,12,4
CUS-043873,gold,EU,unlimited,tech,1776,1776,21312,2023-09-16,false,2024-09-16,1083,43,12,1
CUS-043874,platinum,APAC,professional,tech,21303,21303,255636,2024-10-21,false,2025-10-21,682,88,10,3
CUS-043875,silver,NA,enterprise,media,548,548,6576,2023-12-28,false,2024-12-28,979,81,6,9
CUS-043876,bronze,LATAM,starter,finance,67,67,804,2024-03-31,false,2025-03-31,885,40,9,8
CUS-043877,platinum,APAC,enterprise,retail,20445,20445,245340,2023-06-24,false,2024-06-24,1166,48,12,8
CUS-043878,bronze,LATAM,professional,healthcare,218,218,2616,2023-01-19,false,2024-01-19,1323,57,10,1
CUS-043879,gold,EU,starter,manufacturing,1759,1759,21108,2024-04-03,false,2025-04-03,882,41,7,3
CUS-043880,gold,EU,professional,healthcare,4507,4507,54084,2024-11-06,false,2025-11-06,665,80,2,5
CUS-043881,gold,NA,professional,retail,2595,2595,31140,2023-03-05,true,2024-03-05,1277,32,8,7
CUS-043882,gold,EU,unlimited,media,1906,1906,22872,2024-02-01,false,2025-02-01,944,73,7,1
CUS-043883,bronze,NA,professional,healthcare,155,155,1860,2023-07-20,true,2024-07-20,1140,69,10,8
CUS-043884,platinum,LATAM,starter,finance,24437,24437,293244,2024-12-16,false,2025-12-16,625,67,14,7
CUS-043885,silver,EU,starter,manufacturing,1060,1060,12720,2024-01-18,false,2025-01-18,958,36,4,0
CUS-043886,gold,NA,starter,healthcare,1961,1961,23532,2024-08-30,false,2025-08-30,733,72,1,2
CUS-043887,silver,EU,starter,media,1148,1148,13776,2024-06-25,false,2025-06-25,800,91,9,5
CUS-043888,silver,EU,unlimited,healthcare,440,440,5280,2023-03-05,false,2024-03-05,1277,54,6,3
CUS-043889,silver,EU,unlimited,retail,627,627,7524,2023-10-22,false,2024-10-22,1047,70,7,3
CUS-043890,platinum,EU,unlimited,healthcare,23533,23533,282396,2024-11-15,true,2025-11-15,656,64,4,2
CUS-043891,platinum,EU,professional,finance,11994,11994,143928,2023-11-11,false,2024-11-11,1026,81,12,3
CUS-043892,platinum,NA,professional,manufacturing,14644,14644,175728,2023-05-04,false,2024-05-04,1217,40,2,5
CUS-043893,gold,EU,enterprise,media,2287,2287,27444,2024-07-17,true,2025-07-17,777,79,12,6
CUS-043894,gold,NA,starter,tech,4611,4611,55332,2024-07-07,false,2025-07-07,787,84,3,7
CUS-043895,gold,LATAM,professional,media,2789,2789,33468,2024-06-08,true,2025-06-08,817,57,13,6
CUS-043896,silver,APAC,starter,media,1205,1205,14460,2023-06-10,false,2024-06-10,1180,38,4,10
CUS-043897,gold,APAC,professional,manufacturing,4666,4666,55992,2024-10-28,false,2025-10-28,674,70,11,2
CUS-043898,silver,LATAM,unlimited,media,787,787,9444,2024-10-09,false,2025-10-09,693,63,10,0
CUS-043899,bronze,NA,unlimited,finance,231,231,2772,2023-03-03,true,2024-03-03,1279,64,12,3
CUS-043900,bronze,APAC,starter,tech,163,163,1956,2023-05-22,false,2024-05-22,1200,88,0,6
CUS-043901,silver,LATAM,starter,tech,487,487,5844,2024-10-01,true,2025-10-01,701,86,6,7
CUS-043902,platinum,LATAM,starter,retail,17616,17616,211392,2024-08-28,true,2025-08-28,736,38,12,9
CUS-043903,platinum,APAC,enterprise,retail,18016,18016,216192,2023-11-11,true,2024-11-11,1026,93,12,4
CUS-043904,silver,EU,unlimited,retail,972,972,11664,2023-08-26,false,2024-08-26,1103,81,8,5
CUS-043905,silver,LATAM,starter,retail,306,306,3672,2024-06-03,false,2025-06-03,821,41,12,2
CUS-043906,bronze,LATAM,starter,finance,247,247,2964,2023-07-06,false,2024-07-06,1154,83,9,3
CUS-043907,platinum,NA,starter,media,12675,12675,152100,2024-06-17,false,2025-06-17,807,98,4,7
CUS-043908,silver,APAC,starter,tech,1229,1229,14748,2023-03-24,false,2024-03-24,1258,65,15,4
CUS-043909,silver,EU,enterprise,finance,827,827,9924,2024-03-17,false,2025-03-17,900,54,10,3
CUS-043910,silver,LATAM,starter,healthcare,532,532,6384,2024-07-16,true,2025-07-16,778,63,5,4
CUS-043911,bronze,APAC,enterprise,retail,166,166,1992,2024-01-10,true,2025-01-10,966,64,11,8
CUS-043912,silver,NA,professional,finance,1224,1224,14688,2023-09-01,false,2024-09-01,1097,38,9,2
CUS-043913,platinum,APAC,unlimited,retail,16200,16200,194400,2023-01-28,true,2024-01-28,1313,74,3,6
CUS-043914,bronze,LATAM,starter,retail,112,112,1344,2024-06-21,true,2025-06-21,804,68,13,2
CUS-043915,silver,NA,unlimited,manufacturing,885,885,10620,2024-02-27,false,2025-02-27,918,72,10,8
CUS-043916,platinum,NA,enterprise,finance,18408,18408,220896,2024-03-02,true,2025-03-02,914,96,8,4
CUS-043917,gold,LATAM,starter,retail,3228,3228,38736,2024-06-07,true,2025-06-07,817,54,15,8
CUS-043918,platinum,APAC,professional,finance,9570,9570,114840,2024-12-25,false,2025-12-25,616,96,10,8
CUS-043919,bronze,EU,enterprise,retail,208,208,2496,2023-10-03,false,2024-10-03,1066,86,4,9
CUS-043920,bronze,LATAM,enterprise,tech,160,160,1920,2023-08-23,false,2024-08-23,1106,36,4,4
CUS-043921,platinum,NA,unlimited,healthcare,6521,6521,78252,2024-09-04,false,2025-09-04,729,66,7,5
CUS-043922,platinum,APAC,enterprise,manufacturing,7355,7355,88260,2024-10-22,false,2025-10-22,680,30,13,7
CUS-043923,bronze,EU,enterprise,finance,246,246,2952,2024-04-11,false,2025-04-11,874,80,14,3
CUS-043924,platinum,EU,enterprise,healthcare,18080,18080,216960,2024-04-25,false,2025-04-25,860,62,6,4
CUS-043925,platinum,NA,unlimited,tech,20457,20457,245484,2024-01-11,false,2025-01-11,965,53,8,6
CUS-043926,bronze,APAC,enterprise,retail,199,199,2388,2023-09-24,false,2024-09-24,1075,37,12,5
CUS-043927,bronze,LATAM,unlimited,tech,184,184,2208,2023-01-23,false,2024-01-23,1318,52,8,3
CUS-043928,bronze,APAC,enterprise,healthcare,238,238,2856,2023-08-03,false,2024-08-03,1126,40,10,7
CUS-043929,gold,APAC,unlimited,retail,4161,4161,49932,2024-02-16,false,2025-02-16,930,39,4,4
CUS-043930,gold,NA,enterprise,media,2814,2814,33768,2023-12-21,false,2024-12-21,986,98,12,3
CUS-043931,silver,EU,enterprise,retail,788,788,9456,2023-12-26,false,2024-12-26,981,43,10,9
CUS-043932,silver,APAC,unlimited,tech,348,348,4176,2023-09-07,false,2024-09-07,1092,60,12,6
CUS-043933,bronze,NA,unlimited,healthcare,246,246,2952,2024-07-06,false,2025-07-06,788,64,13,4
CUS-043934,silver,EU,professional,manufacturing,659,659,7908,2023-03-25,true,2024-03-25,1257,56,4,3
CUS-043935,bronze,APAC,starter,healthcare,241,241,2892,2024-07-29,false,2025-07-29,765,81,10,1
CUS-043936,platinum,NA,starter,retail,18573,18573,222876,2023-04-27,false,2024-04-27,1224,53,12,5
CUS-043937,silver,LATAM,starter,retail,473,473,5676,2024-02-04,false,2025-02-04,941,54,8,8
CUS-043938,platinum,NA,enterprise,tech,24838,24838,298056,2024-08-18,false,2025-08-18,745,78,14,3
CUS-043939,silver,NA,enterprise,retail,476,476,5712,2024-12-30,false,2025-12-30,612,95,15,8
CUS-043940,platinum,APAC,starter,media,22504,22504,270048,2023-02-09,false,2024-02-09,1302,67,3,9
CUS-043941,bronze,LATAM,enterprise,finance,173,173,2076,2023-11-05,false,2024-11-05,1033,35,8,4
CUS-043942,gold,NA,professional,tech,1665,1665,19980,2023-10-31,false,2024-10-31,1037,72,2,0
CUS-043943,gold,LATAM,starter,finance,4371,4371,52452,2024-01-12,false,2025-01-12,965,73,8,5
CUS-043944,platinum,LATAM,unlimited,retail,11819,11819,141828,2024-05-19,false,2025-05-19,836,94,2,2
CUS-043945,gold,APAC,professional,healthcare,1401,1401,16812,2023-09-15,true,2024-09-15,1083,46,3,4
CUS-043946,platinum,APAC,professional,healthcare,9329,9329,111948,2023-08-02,false,2024-08-02,1127,56,10,4
CUS-043947,bronze,NA,unlimited,healthcare,132,132,1584,2023-07-06,false,2024-07-06,1155,96,14,6
CUS-043948,platinum,NA,professional,manufacturing,5323,5323,63876,2024-10-07,true,2025-10-07,695,50,12,1
CUS-043949,bronze,NA,professional,healthcare,196,196,2352,2024-05-08,false,2025-05-08,847,93,14,2
CUS-043950,platinum,EU,enterprise,finance,9367,9367,112404,2024-07-19,false,2025-07-19,775,81,5,3
CUS-043951,platinum,NA,enterprise,finance,12578,12578,150936,2024-02-04,true,2025-02-04,942,74,13,7
CUS-043952,platinum,APAC,professional,manufacturing,18738,18738,224856,2023-12-13,false,2024-12-13,994,89,3,8
CUS-043953,gold,EU,enterprise,healthcare,4849,4849,58188,2023-08-24,false,2024-08-24,1105,67,12,3
CUS-043954,platinum,NA,unlimited,manufacturing,16914,16914,202968,2023-11-26,false,2024-11-26,1012,45,14,9
CUS-043955,gold,LATAM,enterprise,finance,1829,1829,21948,2024-01-24,false,2025-01-24,953,96,8,2
CUS-043956,gold,NA,enterprise,healthcare,1482,1482,17784,2023-07-29,false,2024-07-29,1131,72,4,1
CUS-043957,platinum,NA,unlimited,retail,16794,16794,201528,2024-06-13,false,2025-06-13,811,70,8,3
CUS-043958,bronze,LATAM,unlimited,tech,85,85,1020,2024-12-02,false,2025-12-02,639,59,1,10
CUS-043959,gold,EU,unlimited,media,2188,2188,26256,2023-10-08,false,2024-10-08,1061,80,3,4
CUS-043960,platinum,NA,unlimited,finance,20517,20517,246204,2023-01-06,false,2024-01-06,1335,65,5,5
CUS-043961,gold,LATAM,unlimited,manufacturing,4980,4980,59760,2024-01-02,false,2025-01-02,974,66,5,6
CUS-043962,platinum,NA,enterprise,healthcare,18456,18456,221472,2024-08-16,true,2025-08-16,747,52,9,6
CUS-043963,silver,EU,starter,finance,469,469,5628,2024-07-10,false,2025-07-10,784,53,12,2
CUS-043964,gold,NA,unlimited,tech,4792,4792,57504,2023-09-20,true,2024-09-20,1078,85,3,4
CUS-043965,platinum,EU,enterprise,retail,5095,5095,61140,2024-09-05,false,2025-09-05,727,84,5,5
CUS-043966,silver,APAC,starter,finance,289,289,3468,2024-01-27,false,2025-01-27,949,55,4,3
CUS-043967,gold,LATAM,starter,healthcare,2095,2095,25140,2023-04-23,true,2024-04-23,1229,51,2,5
CUS-043968,silver,LATAM,unlimited,manufacturing,392,392,4704,2024-02-16,false,2025-02-16,929,45,6,7
CUS-043969,silver,NA,unlimited,media,1144,1144,13728,2023-03-07,false,2024-03-07,1275,56,10,4
CUS-043970,platinum,NA,starter,tech,5345,5345,64140,2023-07-05,false,2024-07-05,1155,36,4,4
CUS-043971,bronze,LATAM,enterprise,healthcare,111,111,1332,2023-04-17,false,2024-04-17,1234,75,4,2
CUS-043972,platinum,NA,unlimited,finance,18738,18738,224856,2024-12-13,true,2025-12-13,628,37,1,5
CUS-043973,platinum,LATAM,unlimited,retail,18335,18335,220020,2023-02-03,false,2024-02-03,1307,60,5,7
CUS-043974,silver,NA,enterprise,manufacturing,895,895,10740,2023-09-03,false,2024-09-03,1095,75,0,1
CUS-043975,bronze,LATAM,starter,manufacturing,238,238,2856,2023-08-23,false,2024-08-23,1106,82,1,8
CUS-043976,gold,LATAM,enterprise,healthcare,4956,4956,59472,2024-12-10,false,2025-12-10,631,77,9,7
CUS-043977,platinum,APAC,starter,tech,5817,5817,69804,2024-04-19,true,2025-04-19,866,40,1,9
CUS-043978,silver,EU,unlimited,manufacturing,798,798,9576,2023-12-30,false,2024-12-30,977,51,11,9
CUS-043979,silver,EU,starter,media,964,964,11568,2023-04-28,false,2024-04-28,1223,76,9,9
CUS-043980,silver,LATAM,starter,manufacturing,455,455,5460,2024-07-26,false,2025-07-26,768,74,12,1
CUS-043981,gold,APAC,professional,healthcare,4318,4318,51816,2024-03-22,false,2025-03-22,894,42,6,1
CUS-043982,gold,APAC,starter,manufacturing,4645,4645,55740,2023-04-01,false,2024-04-01,1250,51,14,0
CUS-043983,gold,APAC,starter,finance,3087,3087,37044,2023-07-31,true,2024-07-31,1129,30,14,10
CUS-043984,bronze,EU,starter,media,217,217,2604,2023-09-24,false,2024-09-24,1075,74,3,1
CUS-043985,bronze,LATAM,enterprise,media,173,173,2076,2024-08-10,false,2025-08-10,753,38,1,6
CUS-043986,gold,EU,professional,manufacturing,3664,3664,43968,2024-03-14,false,2025-03-14,902,49,6,3
CUS-043987,gold,EU,enterprise,manufacturing,3188,3188,38256,2023-10-11,false,2024-10-11,1057,47,8,2
CUS-043988,platinum,NA,starter,finance,21013,21013,252156,2024-03-25,true,2025-03-25,891,89,2,9
CUS-043989,bronze,EU,enterprise,finance,189,189,2268,2024-01-15,false,2025-01-15,961,93,14,0
CUS-043990,platinum,APAC,professional,media,17091,17091,205092,2023-09-06,false,2024-09-06,1092,67,10,8
CUS-043991,silver,NA,professional,media,438,438,5256,2023-10-07,false,2024-10-07,1061,100,0,4
CUS-043992,silver,EU,starter,tech,368,368,4416,2024-11-10,false,2025-11-10,661,88,13,3
CUS-043993,bronze,NA,enterprise,healthcare,57,57,684,2024-08-10,true,2025-08-10,753,56,6,1
CUS-043994,platinum,EU,enterprise,manufacturing,23839,23839,286068,2023-03-13,false,2024-03-13,1269,39,13,0
CUS-043995,silver,APAC,unlimited,retail,394,394,4728,2023-12-02,true,2024-12-02,1006,98,0,3
CUS-043996,gold,EU,starter,manufacturing,1908,1908,22896,2024-07-23,false,2025-07-23,771,51,8,6
CUS-043997,gold,NA,professional,manufacturing,2829,2829,33948,2024-06-22,false,2025-06-22,803,70,11,3
CUS-043998,silver,EU,professional,finance,546,546,6552,2024-05-04,false,2025-05-04,851,30,2,1
CUS-043999,silver,NA,starter,retail,926,926,11112,2023-07-17,false,2024-07-17,1143,49,0,5
CUS-044000,bronze,LATAM,unlimited,finance,58,58,696,2023-08-18,false,2024-08-18,1111,36,12,9
CUS-044001,silver,APAC,professional,finance,786,786,9432,2024-06-03,false,2025-06-03,821,77,13,5
CUS-044002,platinum,NA,professional,manufacturing,19506,19506,234072,2023-10-17,false,2024-10-17,1051,93,13,7
CUS-044003,bronze,NA,enterprise,manufacturing,154,154,1848,2023-05-26,false,2024-05-26,1195,82,7,6
CUS-044004,silver,NA,professional,tech,553,553,6636,2024-06-04,false,2025-06-04,820,43,13,2
CUS-044005,bronze,EU,professional,healthcare,205,205,2460,2023-01-28,false,2024-01-28,1314,84,8,2
CUS-044006,gold,EU,professional,retail,2943,2943,35316,2023-01-04,false,2024-01-04,1338,40,1,0
CUS-044007,platinum,NA,professional,media,6479,6479,77748,2024-05-15,false,2025-05-15,840,99,2,5
CUS-044008,gold,LATAM,enterprise,media,1647,1647,19764,2023-03-09,false,2024-03-09,1273,91,12,2
CUS-044009,platinum,APAC,enterprise,tech,8377,8377,100524,2024-05-04,false,2025-05-04,851,35,13,6
CUS-044010,platinum,EU,unlimited,finance,15751,15751,189012,2024-11-26,false,2025-11-26,645,41,13,5
CUS-044011,gold,NA,starter,retail,2355,2355,28260,2024-08-13,false,2025-08-13,751,77,10,8
CUS-044012,bronze,EU,professional,manufacturing,212,212,2544,2023-02-15,true,2024-02-15,1296,34,11,5
CUS-044013,gold,EU,unlimited,finance,3615,3615,43380,2024-11-23,false,2025-11-23,648,87,3,1
CUS-044014,gold,LATAM,professional,manufacturing,1619,1619,19428,2023-08-11,false,2024-08-11,1118,52,12,6
CUS-044015,silver,LATAM,enterprise,finance,767,767,9204,2023-01-15,true,2024-01-15,1327,94,14,9
CUS-044016,bronze,LATAM,starter,finance,63,63,756,2023-02-15,false,2024-02-15,1296,37,3,1
CUS-044017,gold,LATAM,starter,media,2625,2625,31500,2023-11-29,false,2024-11-29,1009,79,5,2
CUS-044018,gold,APAC,professional,manufacturing,1467,1467,17604,2023-08-23,false,2024-08-23,1106,31,5,4
CUS-044019,gold,NA,unlimited,tech,1125,1125,13500,2023-04-10,true,2024-04-10,1241,73,4,5
CUS-044020,silver,APAC,starter,finance,307,307,3684,2023-10-06,true,2024-10-06,1063,47,15,4
CUS-044021,bronze,APAC,professional,finance,215,215,2580,2024-02-18,false,2025-02-18,927,94,14,6
CUS-044022,silver,LATAM,professional,retail,387,387,4644,2023-09-17,false,2024-09-17,1081,86,13,4
CUS-044023,gold,LATAM,starter,media,4716,4716,56592,2023-08-01,true,2024-08-01,1129,55,1,6
CUS-044024,bronze,APAC,professional,manufacturing,240,240,2880,2024-10-27,false,2025-10-27,675,85,1,4
CUS-044025,gold,NA,unlimited,finance,2644,2644,31728,2023-11-15,false,2024-11-15,1022,62,14,6
CUS-044026,bronze,NA,enterprise,media,224,224,2688,2024-12-28,false,2025-12-28,613,92,13,4
CUS-044027,silver,APAC,unlimited,media,1170,1170,14040,2023-08-19,false,2024-08-19,1110,40,14,10
CUS-044028,bronze,APAC,starter,finance,160,160,1920,2023-07-23,true,2024-07-23,1137,75,8,7
CUS-044029,platinum,LATAM,enterprise,media,19832,19832,237984,2024-10-15,false,2025-10-15,688,49,15,9
CUS-044030,gold,NA,starter,retail,1121,1121,13452,2023-11-27,false,2024-11-27,1011,32,13,4
CUS-044031,platinum,EU,professional,healthcare,5681,5681,68172,2024-06-05,false,2025-06-05,820,87,6,6
CUS-044032,gold,APAC,professional,media,3199,3199,38388,2024-07-18,false,2025-07-18,776,84,0,8
CUS-044033,bronze,EU,professional,manufacturing,82,82,984,2023-11-04,false,2024-11-04,1033,67,9,6
CUS-044034,bronze,NA,professional,media,172,172,2064,2024-04-21,true,2025-04-21,864,92,11,2
CUS-044035,gold,APAC,enterprise,retail,4168,4168,50016,2023-06-26,false,2024-06-26,1165,33,10,5
CUS-044036,silver,LATAM,enterprise,healthcare,378,378,4536,2023-08-04,false,2024-08-04,1125,90,6,1
CUS-044037,platinum,EU,enterprise,healthcare,23921,23921,287052,2023-06-22,false,2024-06-22,1169,36,4,1
CUS-044038,gold,APAC,starter,healthcare,3386,3386,40632,2023-09-04,false,2024-09-04,1095,84,4,1
CUS-044039,bronze,EU,professional,healthcare,148,148,1776,2023-04-24,false,2024-04-24,1227,85,12,2
CUS-044040,gold,APAC,unlimited,tech,2390,2390,28680,2023-11-03,false,2024-11-03,1034,79,3,7
CUS-044041,gold,NA,starter,tech,2178,2178,26136,2023-08-07,false,2024-08-07,1122,85,9,9
CUS-044042,platinum,LATAM,unlimited,retail,13786,13786,165432,2024-05-07,false,2025-05-07,849,77,3,5
CUS-044043,gold,EU,starter,finance,3077,3077,36924,2023-04-29,false,2024-04-29,1222,71,12,7
CUS-044044,platinum,LATAM,starter,healthcare,11975,11975,143700,2024-01-25,false,2025-01-25,951,45,4,3
CUS-044045,platinum,NA,starter,tech,9885,9885,118620,2024-03-22,false,2025-03-22,894,85,3,5
CUS-044046,bronze,EU,enterprise,healthcare,212,212,2544,2023-05-02,true,2024-05-02,1219,65,3,1
CUS-044047,gold,APAC,unlimited,media,3559,3559,42708,2023-07-11,false,2024-07-11,1149,57,7,9
CUS-044048,platinum,NA,professional,tech,8250,8250,99000,2023-05-04,true,2024-05-04,1217,87,6,5
CUS-044049,bronze,APAC,enterprise,retail,76,76,912,2023-03-29,false,2024-03-29,1253,58,8,6
CUS-044050,bronze,LATAM,unlimited,healthcare,185,185,2220,2024-08-13,false,2025-08-13,750,61,4,6
CUS-044051,bronze,APAC,unlimited,manufacturing,185,185,2220,2023-03-02,false,2024-03-02,1280,56,10,8
CUS-044052,gold,NA,professional,tech,3059,3059,36708,2023-01-03,false,2024-01-03,1338,31,11,4
CUS-044053,platinum,LATAM,enterprise,tech,13653,13653,163836,2024-09-14,false,2025-09-14,719,73,13,6
CUS-044054,platinum,APAC,starter,finance,21797,21797,261564,2023-04-18,true,2024-04-18,1234,47,2,7
CUS-044055,platinum,LATAM,unlimited,media,9627,9627,115524,2024-08-15,false,2025-08-15,748,72,3,2
CUS-044056,bronze,NA,enterprise,healthcare,175,175,2100,2024-12-26,true,2025-12-26,615,91,1,4
CUS-044057,bronze,LATAM,unlimited,finance,199,199,2388,2023-12-10,false,2024-12-10,998,81,15,6
CUS-044058,silver,APAC,enterprise,manufacturing,815,815,9780,2023-11-02,false,2024-11-02,1035,65,4,8
CUS-044059,platinum,NA,starter,tech,19405,19405,232860,2023-01-07,false,2024-01-07,1335,37,11,4
CUS-044060,gold,APAC,professional,media,3044,3044,36528,2024-05-02,false,2025-05-02,853,98,8,5
CUS-044061,silver,LATAM,unlimited,media,1029,1029,12348,2023-01-03,false,2024-01-03,1338,44,3,7
CUS-044062,silver,EU,unlimited,finance,425,425,5100,2024-02-21,false,2025-02-21,925,90,14,4
CUS-044063,platinum,APAC,starter,healthcare,17448,17448,209376,2023-11-13,false,2024-11-13,1024,99,7,10
CUS-044064,platinum,LATAM,enterprise,retail,16426,16426,197112,2023-03-12,true,2024-03-12,1270,35,13,3
CUS-044065,silver,APAC,unlimited,tech,553,553,6636,2024-02-17,true,2025-02-17,928,81,10,4
CUS-044066,silver,NA,enterprise,healthcare,835,835,10020,2024-11-17,false,2025-11-17,655,55,12,2
CUS-044067,gold,LATAM,starter,media,2905,2905,34860,2023-05-30,false,2024-05-30,1191,86,12,8
CUS-044068,gold,EU,unlimited,media,3636,3636,43632,2023-10-14,false,2024-10-14,1055,93,15,4
CUS-044069,gold,EU,starter,finance,2942,2942,35304,2023-07-12,false,2024-07-12,1148,49,4,2
CUS-044070,gold,EU,professional,manufacturing,3080,3080,36960,2024-06-01,false,2025-06-01,823,57,3,4
CUS-044071,bronze,LATAM,enterprise,tech,141,141,1692,2023-05-15,false,2024-05-15,1207,51,7,0
CUS-044072,gold,LATAM,enterprise,retail,4645,4645,55740,2024-11-01,false,2025-11-01,670,37,13,2
CUS-044073,gold,NA,starter,manufacturing,1854,1854,22248,2023-03-23,true,2024-03-23,1259,65,14,2
CUS-044074,bronze,EU,unlimited,tech,96,96,1152,2024-07-21,true,2025-07-21,773,97,10,9
CUS-044075,gold,NA,starter,manufacturing,4595,4595,55140,2024-12-13,false,2025-12-13,629,79,7,9
CUS-044076,bronze,EU,starter,healthcare,189,189,2268,2024-09-14,false,2025-09-14,718,68,6,4
CUS-044077,platinum,NA,starter,retail,11266,11266,135192,2024-04-02,false,2025-04-02,884,91,1,5
CUS-044078,platinum,APAC,starter,tech,7485,7485,89820,2024-07-31,false,2025-07-31,763,50,3,1
CUS-044079,gold,APAC,unlimited,finance,2706,2706,32472,2023-09-18,false,2024-09-18,1080,31,15,5
CUS-044080,gold,EU,starter,retail,2814,2814,33768,2024-02-14,false,2025-02-14,932,51,3,2
CUS-044081,bronze,LATAM,professional,finance,243,243,2916,2023-03-31,true,2024-03-31,1251,39,0,0
CUS-044082,silver,LATAM,starter,healthcare,836,836,10032,2024-11-19,false,2025-11-19,653,85,4,2
CUS-044083,gold,LATAM,starter,manufacturing,1293,1293,15516,2024-09-27,true,2025-09-27,705,33,8,4
CUS-044084,bronze,NA,enterprise,tech,240,240,2880,2023-06-02,false,2024-06-02,1189,98,14,2
CUS-044085,silver,APAC,enterprise,finance,413,413,4956,2023-02-06,true,2024-02-06,1304,41,11,4
CUS-044086,silver,NA,professional,tech,851,851,10212,2024-04-05,false,2025-04-05,880,53,6,7
CUS-044087,platinum,APAC,enterprise,manufacturing,14443,14443,173316,2023-10-10,false,2024-10-10,1058,80,3,7
