transaction_id,customer_id,transaction_date,amount,type,region,flagged
TXN-00023257,CUS-014499,2026-08-07,199,refund,EU,false
TXN-00023258,CUS-093395,2026-08-28,1999,refund,EU,false
TXN-00023259,CUS-054606,2026-07-02,19999,Add-on,APAC,false
TXN-00023260,CUS-043776,2026-02-21,999,subscription,NA,false
TXN-00023261,CUS-072554,2025-09-22,199,subscription,APAC,false
TXN-00023262,CUS-066622,2025-11-16,9999,refund,NA,false
TXN-00023263,CUS-007366,2025-09-28,1999,downgrade,EU,false
TXN-00023264,CUS-017357,2026-04-23,9999,upgrade,APAC,false
TXN-00023265,CUS-041505,2025-11-05,199,refund,APAC,false
TXN-00023266,CUS-078885,2025-10-22,499,subscription,NA,false
TXN-00023267,CUS-037235,2025-11-21,4999,subscription,NA,false
TXN-00023268,CUS-060011,2026-04-28,9999,subscription,EU,false
TXN-00023269,CUS-081989,2026-04-09,4999,subscription,APAC,false
TXN-00023270,CUS-010209,2026-05-10,99999,Add-on,NA,false
TXN-00023271,CUS-042993,2026-06-23,4999,refund,APAC,false
TXN-00023272,CUS-022712,2026-01-20,49999,downgrade,APAC,false
TXN-00023273,CUS-035046,2026-02-06,1999,subscription,APAC,false
TXN-00023274,CUS-083965,2025-12-14,1999,Add-on,NA,false
TXN-00023275,CUS-032616,2026-07-03,49999,Add-on,NA,false
TXN-00023276,CUS-049277,2026-02-11,99999,Add-on,EU,false
TXN-00023277,CUS-070627,2025-12-26,99999,Add-on,APAC,false
TXN-00023278,CUS-076026,2025-09-24,49999,refund,NA,true
TXN-00023279,CUS-057158,2026-09-01,4999,downgrade,EU,false
TXN-00023280,CUS-087942,2026-06-04,4999,Add-on,NA,false
TXN-00023281,CUS-003130,2025-11-13,9999,subscription,EU,false
TXN-00023282,CUS-047518,2026-06-24,1999,refund,APAC,false
TXN-00023283,CUS-098004,2025-10-22,1999,upgrade,APAC,false
TXN-00023284,CUS-044174,2026-06-13,499,downgrade,EU,false
TXN-00023285,CUS-001749,2026-05-23,49999,refund,APAC,false
TXN-00023286,CUS-014077,2026-05-19,99,downgrade,NA,false
TXN-00023287,CUS-080823,2025-10-18,49999,downgrade,NA,false
TXN-00023288,CUS-089216,2025-12-30,999,Add-on,NA,false
TXN-00023289,CUS-027095,2025-12-08,1999,downgrade,APAC,false
TXN-00023290,CUS-038781,2026-05-28,99,Add-on,NA,false
TXN-00023291,CUS-076644,2026-02-05,9999,upgrade,EU,false
TXN-00023292,CUS-010176,2025-10-10,99,subscription,APAC,false
TXN-00023293,CUS-098639,2025-09-12,19999,upgrade,EU,false
TXN-00023294,CUS-092830,2026-05-17,499,subscription,EU,false
TXN-00023295,CUS-065945,2025-12-28,99,upgrade,NA,false
TXN-00023296,CUS-080697,2026-04-06,49999,refund,NA,false
TXN-00023297,CUS-058886,2025-09-11,199,Add-on,NA,false
TXN-00023298,CUS-056346,2026-07-21,99999,refund,EU,false
TXN-00023299,CUS-083460,2026-05-10,19999,downgrade,NA,false
TXN-00023300,CUS-074991,2025-12-08,19999,refund,APAC,false
TXN-00023301,CUS-067890,2026-07-12,99999,refund,APAC,false
TXN-00023302,CUS-036193,2025-09-09,99999,upgrade,NA,false
TXN-00023303,CUS-074699,2025-12-01,4999,refund,APAC,false
TXN-00023304,CUS-016021,2026-04-05,99,upgrade,EU,false
TXN-00023305,CUS-031445,2026-03-11,1999,upgrade,APAC,false
TXN-00023306,CUS-028030,2025-12-05,19999,upgrade,APAC,false
TXN-00023307,CUS-014061,2026-02-02,9999,refund,APAC,false
TXN-00023308,CUS-098328,2026-02-22,499,downgrade,EU,false
TXN-00023309,CUS-083102,2026-05-13,499,refund,NA,false
TXN-00023310,CUS-051225,2026-02-27,199,downgrade,NA,false
TXN-00023311,CUS-027431,2026-01-19,499,subscription,EU,false
TXN-00023312,CUS-037475,2025-12-15,99,subscription,NA,false
TXN-00023313,CUS-054205,2026-02-18,19999,Add-on,NA,false
TXN-00023314,CUS-009878,2025-12-30,199,subscription,EU,true
TXN-00023315,CUS-025212,2025-09-16,99,downgrade,NA,false
TXN-00023316,CUS-041917,2025-09-22,499,refund,APAC,false
TXN-00023317,CUS-039062,2025-10-08,4999,Add-on,NA,false
TXN-00023318,CUS-055836,2025-10-24,19999,Add-on,NA,false
TXN-00023319,CUS-081889,2026-02-13,99999,refund,APAC,false
TXN-00023320,CUS-093663,2025-10-04,4999,downgrade,APAC,false
TXN-00023321,CUS-055912,2026-06-26,99999,upgrade,NA,false
TXN-00023322,CUS-067507,2026-01-26,9999,Add-on,NA,false
TXN-00023323,CUS-055725,2026-01-27,99999,upgrade,NA,false
TXN-00023324,CUS-080801,2026-03-22,99999,upgrade,NA,false
TXN-00023325,CUS-083900,2026-03-30,19999,Add-on,EU,false
TXN-00023326,CUS-001375,2025-11-19,9999,subscription,EU,false
TXN-00023327,CUS-078044,2026-04-30,19999,downgrade,APAC,false
TXN-00023328,CUS-080607,2026-05-10,4999,refund,EU,false
TXN-00023329,CUS-042882,2026-03-02,9999,subscription,EU,false
TXN-00023330,CUS-071171,2026-01-21,1999,subscription,NA,false
TXN-00023331,CUS-092468,2026-07-28,199,subscription,APAC,false
TXN-00023332,CUS-070319,2025-10-30,999,Add-on,APAC,false
TXN-00023333,CUS-068168,2025-10-18,99,subscription,EU,false
TXN-00023334,CUS-025799,2026-08-21,99999,downgrade,APAC,false
TXN-00023335,CUS-038191,2026-02-17,4999,Add-on,APAC,false
TXN-00023336,CUS-046794,2026-01-27,499,upgrade,APAC,false
TXN-00023337,CUS-040611,2025-12-30,999,refund,EU,false
TXN-00023338,CUS-012093,2025-12-23,49999,refund,APAC,false
TXN-00023339,CUS-023443,2025-10-14,499,Add-on,APAC,false
TXN-00023340,CUS-068882,2026-06-10,999,refund,NA,false
TXN-00023341,CUS-038604,2025-10-12,99999,Add-on,EU,false
TXN-00023342,CUS-090840,2026-06-24,9999,Add-on,APAC,false
TXN-00023343,CUS-024588,2025-11-12,4999,downgrade,NA,false
TXN-00023344,CUS-015787,2026-03-30,1999,downgrade,NA,false
TXN-00023345,CUS-061304,2026-05-17,99999,upgrade,EU,false
TXN-00023346,CUS-087996,2026-06-30,19999,refund,EU,false
TXN-00023347,CUS-080236,2026-07-31,9999,downgrade,EU,false
TXN-00023348,CUS-061771,2026-02-17,1999,subscription,EU,false
TXN-00023349,CUS-029963,2026-03-09,9999,refund,NA,false
TXN-00023350,CUS-011000,2026-07-07,99,refund,EU,false
TXN-00023351,CUS-026016,2025-09-11,499,refund,APAC,false
TXN-00023352,CUS-043253,2026-07-23,999,downgrade,APAC,false
TXN-00023353,CUS-044747,2026-02-25,49999,Add-on,APAC,false
TXN-00023354,CUS-053269,2026-07-15,1999,refund,APAC,false
TXN-00023355,CUS-029615,2026-01-07,49999,downgrade,APAC,false
TXN-00023356,CUS-047936,2026-03-26,49999,subscription,APAC,false
TXN-00023357,CUS-079517,2026-01-24,199,upgrade,APAC,false
TXN-00023358,CUS-064416,2026-07-08,49999,subscription,NA,false
TXN-00023359,CUS-078535,2025-11-17,199,downgrade,EU,false
TXN-00023360,CUS-040233,2025-11-04,999,subscription,EU,false
TXN-00023361,CUS-059503,2026-04-30,999,downgrade,NA,false
TXN-00023362,CUS-089130,2025-11-25,999,upgrade,EU,false
TXN-00023363,CUS-027412,2025-12-04,19999,downgrade,APAC,false
TXN-00023364,CUS-020017,2026-01-04,99999,upgrade,EU,false
TXN-00023365,CUS-057506,2026-05-03,99,downgrade,APAC,false
TXN-00023366,CUS-019138,2026-05-26,99,refund,EU,false
TXN-00023367,CUS-066455,2026-05-08,99,subscription,EU,false
TXN-00023368,CUS-071006,2026-01-05,99999,upgrade,APAC,true
TXN-00023369,CUS-064546,2026-08-22,99,Add-on,APAC,false
TXN-00023370,CUS-082009,2026-06-01,4999,upgrade,NA,false
TXN-00023371,CUS-031198,2026-06-05,19999,subscription,APAC,false
TXN-00023372,CUS-072853,2025-12-19,99999,Add-on,NA,false
TXN-00023373,CUS-016334,2026-04-19,199,downgrade,EU,false
TXN-00023374,CUS-062980,2026-07-07,199,subscription,APAC,false
TXN-00023375,CUS-001028,2026-02-10,199,refund,NA,false
TXN-00023376,CUS-030273,2026-01-31,19999,upgrade,NA,false
TXN-00023377,CUS-050031,2025-11-15,19999,upgrade,NA,false
TXN-00023378,CUS-095870,2025-11-26,199,subscription,EU,false
TXN-00023379,CUS-064503,2025-12-14,499,refund,APAC,false
TXN-00023380,CUS-027595,2026-08-09,9999,downgrade,EU,false
TXN-00023381,CUS-071774,2026-06-02,99,downgrade,EU,false
TXN-00023382,CUS-079387,2026-06-18,9999,upgrade,NA,true
TXN-00023383,CUS-029204,2026-03-26,499,refund,EU,false
TXN-00023384,CUS-037402,2026-02-03,49999,refund,NA,false
TXN-00023385,CUS-093637,2026-08-26,4999,upgrade,APAC,false
TXN-00023386,CUS-079930,2025-09-19,1999,refund,EU,false
TXN-00023387,CUS-046151,2025-09-12,19999,subscription,APAC,true
TXN-00023388,CUS-014459,2025-11-14,99,upgrade,EU,false
TXN-00023389,CUS-048798,2026-04-21,9999,subscription,EU,false
TXN-00023390,CUS-037864,2025-09-18,199,subscription,EU,false
TXN-00023391,CUS-043162,2026-04-04,9999,Add-on,EU,false
TXN-00023392,CUS-063010,2026-02-05,999,upgrade,EU,false
TXN-00023393,CUS-066499,2025-12-24,9999,Add-on,APAC,false
TXN-00023394,CUS-086879,2025-09-04,9999,upgrade,NA,false
TXN-00023395,CUS-092329,2026-04-28,4999,refund,EU,false
TXN-00023396,CUS-043676,2025-11-29,1999,Add-on,NA,false
TXN-00023397,CUS-020775,2026-01-15,9999,Add-on,EU,false
TXN-00023398,CUS-027347,2025-11-09,99,downgrade,APAC,true
TXN-00023399,CUS-086352,2026-05-31,9999,Add-on,EU,false
TXN-00023400,CUS-093698,2025-12-04,199,Add-on,EU,false
TXN-00023401,CUS-026248,2026-05-16,19999,refund,EU,false
TXN-00023402,CUS-059762,2026-03-06,99999,refund,APAC,false
TXN-00023403,CUS-035191,2026-05-27,499,downgrade,APAC,false
TXN-00023404,CUS-012397,2026-02-23,999,upgrade,APAC,false
TXN-00023405,CUS-062660,2025-09-04,9999,Add-on,APAC,false
TXN-00023406,CUS-016878,2025-10-15,99,Add-on,NA,false
TXN-00023407,CUS-046576,2026-07-03,1999,refund,APAC,false
TXN-00023408,CUS-033976,2025-11-08,99,upgrade,APAC,false
TXN-00023409,CUS-009069,2025-10-26,199,upgrade,EU,false
TXN-00023410,CUS-045613,2025-10-17,199,refund,NA,false
TXN-00023411,CUS-015228,2025-12-31,4999,downgrade,APAC,false
TXN-00023412,CUS-034025,2026-01-09,19999,Add-on,NA,false
TXN-00023413,CUS-087402,2025-12-02,199,refund,APAC,false
TXN-00023414,CUS-049358,2026-08-15,1999,downgrade,APAC,false
TXN-00023415,CUS-025608,2026-04-28,99999,Add-on,NA,true
TXN-00023416,CUS-088243,2026-06-14,99999,refund,NA,false
TXN-00023417,CUS-040918,2025-11-09,499,upgrade,APAC,false
TXN-00023418,CUS-030270,2026-02-15,199,Add-on,APAC,true
TXN-00023419,CUS-052889,2026-05-21,9999,Add-on,APAC,false
TXN-00023420,CUS-001087,2025-09-20,99,refund,NA,false
TXN-00023421,CUS-020502,2025-10-09,9999,downgrade,APAC,false
TXN-00023422,CUS-048873,2026-08-08,99,subscription,EU,false
TXN-00023423,CUS-021910,2026-04-02,9999,Add-on,APAC,true
TXN-00023424,CUS-061084,2026-02-11,1999,Add-on,APAC,false
TXN-00023425,CUS-053644,2025-12-01,1999,subscription,EU,false
TXN-00023426,CUS-079190,2026-09-03,49999,upgrade,EU,false
TXN-00023427,CUS-063484,2025-10-09,999,upgrade,APAC,false
TXN-00023428,CUS-097414,2026-04-24,19999,subscription,APAC,false
TXN-00023429,CUS-097219,2026-01-06,19999,upgrade,APAC,true
TXN-00023430,CUS-025597,2025-10-30,19999,subscription,APAC,false
TXN-00023431,CUS-028794,2025-12-17,99,Add-on,NA,false
TXN-00023432,CUS-065556,2026-03-29,999,downgrade,APAC,false
TXN-00023433,CUS-067172,2026-01-25,499,upgrade,EU,false
TXN-00023434,CUS-026226,2026-08-10,9999,subscription,EU,false
TXN-00023435,CUS-011973,2026-02-09,4999,refund,NA,false
TXN-00023436,CUS-062620,2026-08-17,99999,refund,NA,false
TXN-00023437,CUS-000059,2025-11-03,19999,upgrade,APAC,false
TXN-00023438,CUS-068272,2026-08-17,9999,upgrade,EU,false
TXN-00023439,CUS-040259,2026-06-12,1999,Add-on,NA,true
TXN-00023440,CUS-033319,2026-02-12,49999,upgrade,APAC,false
TXN-00023441,CUS-011908,2025-11-03,99,Add-on,NA,false
TXN-00023442,CUS-030742,2025-11-15,9999,refund,EU,false
TXN-00023443,CUS-090625,2026-03-20,99999,Add-on,NA,false
TXN-00023444,CUS-002164,2026-07-01,49999,subscription,NA,false
TXN-00023445,CUS-068729,2026-03-20,99999,upgrade,NA,false
TXN-00023446,CUS-032248,2026-03-07,999,downgrade,APAC,false
TXN-00023447,CUS-071941,2025-11-03,9999,downgrade,NA,false
TXN-00023448,CUS-010632,2026-01-16,999,refund,EU,false
TXN-00023449,CUS-048336,2025-12-23,19999,refund,APAC,false
TXN-00023450,CUS-018545,2025-11-28,999,downgrade,NA,false
TXN-00023451,CUS-096692,2026-01-17,99,refund,NA,false
TXN-00023452,CUS-066737,2026-07-12,19999,subscription,APAC,false
TXN-00023453,CUS-041924,2026-04-06,9999,subscription,EU,false
TXN-00023454,CUS-057342,2026-07-28,49999,downgrade,APAC,false
TXN-00023455,CUS-032081,2026-01-09,4999,downgrade,APAC,false
TXN-00023456,CUS-009015,2025-10-29,9999,downgrade,EU,false
TXN-00023457,CUS-071821,2026-04-25,4999,subscription,APAC,false
TXN-00023458,CUS-041261,2026-07-20,99,downgrade,APAC,false
TXN-00023459,CUS-096297,2026-03-24,1999,subscription,EU,false
TXN-00023460,CUS-032852,2025-09-17,99999,upgrade,APAC,false
TXN-00023461,CUS-063771,2026-04-16,1999,upgrade,APAC,true
TXN-00023462,CUS-037226,2026-07-13,4999,upgrade,NA,false
TXN-00023463,CUS-006393,2026-05-03,999,upgrade,APAC,false
TXN-00023464,CUS-034245,2026-07-21,999,upgrade,EU,false
TXN-00023465,CUS-092248,2026-08-05,49999,subscription,EU,false
TXN-00023466,CUS-050179,2026-06-17,999,subscription,APAC,false
TXN-00023467,CUS-054816,2026-04-05,4999,upgrade,EU,false
TXN-00023468,CUS-036790,2025-12-20,99999,downgrade,NA,true
TXN-00023469,CUS-056284,2025-09-25,1999,upgrade,EU,false
TXN-00023470,CUS-073467,2026-04-30,199,downgrade,EU,false
TXN-00023471,CUS-025631,2026-05-10,1999,upgrade,NA,false
TXN-00023472,CUS-020970,2025-09-17,99999,upgrade,APAC,false
TXN-00023473,CUS-026803,2025-11-16,19999,downgrade,APAC,false
TXN-00023474,CUS-045633,2026-07-06,99,upgrade,EU,false
TXN-00023475,CUS-053210,2026-03-01,49999,subscription,NA,false
TXN-00023476,CUS-031751,2025-09-17,1999,Add-on,NA,false
TXN-00023477,CUS-056402,2026-04-18,49999,subscription,NA,false
TXN-00023478,CUS-035970,2025-09-12,4999,refund,EU,false
TXN-00023479,CUS-097012,2026-07-31,199,Add-on,APAC,false
TXN-00023480,CUS-030117,2025-09-18,99999,Add-on,NA,false
TXN-00023481,CUS-045125,2026-08-14,4999,Add-on,NA,false
TXN-00023482,CUS-051014,2026-02-08,199,downgrade,EU,false
TXN-00023483,CUS-038660,2026-04-24,1999,subscription,APAC,false
TXN-00023484,CUS-090837,2026-01-03,99,upgrade,APAC,false
TXN-00023485,CUS-005310,2026-07-06,9999,downgrade,APAC,false
TXN-00023486,CUS-001477,2026-03-24,49999,Add-on,NA,false
TXN-00023487,CUS-063303,2025-11-11,4999,downgrade,EU,false
TXN-00023488,CUS-004803,2026-03-05,99,upgrade,APAC,false
TXN-00023489,CUS-040274,2026-08-13,1999,refund,EU,false
TXN-00023490,CUS-052160,2026-03-19,4999,subscription,NA,false
TXN-00023491,CUS-032333,2026-08-13,9999,upgrade,APAC,true
TXN-00023492,CUS-068589,2025-11-28,999,refund,APAC,false
TXN-00023493,CUS-033643,2026-05-20,199,refund,EU,false
TXN-00023494,CUS-077532,2026-02-27,499,subscription,NA,true
TXN-00023495,CUS-093121,2026-07-19,9999,downgrade,EU,false
TXN-00023496,CUS-023949,2026-04-14,4999,upgrade,EU,false
TXN-00023497,CUS-072838,2025-12-21,1999,subscription,EU,true
TXN-00023498,CUS-081066,2026-06-20,49999,refund,EU,false
TXN-00023499,CUS-075150,2026-08-01,9999,downgrade,EU,false
TXN-00023500,CUS-097027,2026-05-15,1999,upgrade,EU,false
TXN-00023501,CUS-004366,2025-10-26,1999,Add-on,APAC,false
TXN-00023502,CUS-041200,2025-10-22,9999,subscription,NA,false
TXN-00023503,CUS-020896,2026-03-10,49999,subscription,APAC,false
TXN-00023504,CUS-077295,2025-11-04,999,refund,APAC,false
TXN-00023505,CUS-062985,2026-08-02,499,subscription,APAC,false
TXN-00023506,CUS-007755,2026-07-17,9999,downgrade,APAC,false
TXN-00023507,CUS-047348,2026-06-29,9999,Add-on,APAC,false
TXN-00023508,CUS-069521,2026-06-01,999,refund,NA,false
TXN-00023509,CUS-000790,2026-05-02,99999,Add-on,NA,false
TXN-00023510,CUS-049006,2025-09-08,199,downgrade,APAC,false
TXN-00023511,CUS-045824,2025-09-09,19999,Add-on,APAC,false
TXN-00023512,CUS-030035,2026-02-26,199,Add-on,APAC,false
TXN-00023513,CUS-078111,2026-06-20,99,refund,EU,false
TXN-00023514,CUS-072171,2026-01-14,19999,refund,EU,false
TXN-00023515,CUS-002909,2026-01-05,4999,Add-on,APAC,false
TXN-00023516,CUS-091413,2026-06-03,999,refund,EU,false
TXN-00023517,CUS-041399,2026-02-26,1999,upgrade,EU,false
TXN-00023518,CUS-020575,2026-04-19,499,upgrade,EU,false
TXN-00023519,CUS-029776,2026-08-26,19999,refund,NA,false
TXN-00023520,CUS-081194,2025-10-28,99,upgrade,APAC,false
TXN-00023521,CUS-086910,2025-11-08,19999,subscription,EU,false
TXN-00023522,CUS-009790,2025-11-14,49999,downgrade,APAC,false
TXN-00023523,CUS-069078,2026-01-09,99999,downgrade,EU,false
TXN-00023524,CUS-098908,2025-10-04,4999,upgrade,APAC,false
TXN-00023525,CUS-039885,2026-06-15,499,subscription,EU,false
TXN-00023526,CUS-093888,2026-01-07,99999,Add-on,APAC,false
TXN-00023527,CUS-010892,2026-02-09,1999,refund,APAC,false
TXN-00023528,CUS-085167,2026-03-10,499,subscription,NA,false
TXN-00023529,CUS-083207,2025-11-17,499,Add-on,EU,false
TXN-00023530,CUS-005372,2026-06-17,99999,subscription,EU,false
TXN-00023531,CUS-082509,2026-03-17,99,subscription,APAC,false
TXN-00023532,CUS-099126,2026-02-02,499,downgrade,APAC,false
TXN-00023533,CUS-045705,2026-06-02,999,Add-on,EU,false
TXN-00023534,CUS-051638,2025-10-03,499,upgrade,NA,false
TXN-00023535,CUS-022978,2026-06-02,199,refund,NA,true
TXN-00023536,CUS-045917,2026-04-14,99,subscription,APAC,false
TXN-00023537,CUS-039408,2025-10-19,499,Add-on,APAC,false
TXN-00023538,CUS-008123,2025-12-28,999,subscription,EU,false
TXN-00023539,CUS-008863,2025-10-04,4999,Add-on,EU,false
TXN-00023540,CUS-099831,2025-11-26,4999,refund,EU,false
TXN-00023541,CUS-021636,2026-06-08,199,downgrade,APAC,false
TXN-00023542,CUS-065794,2025-12-21,499,refund,EU,false
TXN-00023543,CUS-063595,2026-06-12,999,upgrade,NA,false
TXN-00023544,CUS-067121,2025-12-07,999,subscription,EU,false
TXN-00023545,CUS-027613,2025-12-18,19999,refund,NA,false
TXN-00023546,CUS-021949,2026-01-10,1999,Add-on,EU,false
TXN-00023547,CUS-027696,2025-11-25,9999,refund,NA,false
TXN-00023548,CUS-026502,2026-05-19,9999,Add-on,APAC,false
TXN-00023549,CUS-028893,2026-04-29,49999,downgrade,APAC,false
TXN-00023550,CUS-083673,2025-11-05,1999,downgrade,APAC,false
TXN-00023551,CUS-050337,2026-03-18,19999,refund,APAC,false
TXN-00023552,CUS-030498,2025-10-30,999,refund,EU,false
TXN-00023553,CUS-051081,2026-03-06,4999,upgrade,EU,false
TXN-00023554,CUS-005905,2026-02-11,99999,upgrade,APAC,false
TXN-00023555,CUS-069179,2025-11-22,499,Add-on,APAC,false
TXN-00023556,CUS-014592,2026-04-10,4999,Add-on,NA,false
TXN-00023557,CUS-007758,2026-07-09,199,Add-on,APAC,false
TXN-00023558,CUS-053174,2025-10-11,9999,subscription,APAC,true
TXN-00023559,CUS-050141,2026-01-24,4999,upgrade,EU,false
TXN-00023560,CUS-060691,2026-05-07,99,upgrade,EU,false
TXN-00023561,CUS-007432,2026-07-21,1999,subscription,APAC,false
TXN-00023562,CUS-071230,2026-05-04,9999,refund,APAC,true
TXN-00023563,CUS-031760,2026-04-09,1999,upgrade,EU,false
TXN-00023564,CUS-010526,2026-06-07,99,downgrade,EU,false
TXN-00023565,CUS-063691,2026-06-05,99,subscription,APAC,false
TXN-00023566,CUS-086621,2025-12-03,49999,Add-on,APAC,false
TXN-00023567,CUS-051250,2026-08-16,199,upgrade,APAC,false
TXN-00023568,CUS-022136,2026-03-23,499,Add-on,APAC,false
TXN-00023569,CUS-045265,2025-11-07,49999,refund,NA,false
TXN-00023570,CUS-036962,2026-03-11,499,refund,NA,false
TXN-00023571,CUS-027329,2025-10-30,499,Add-on,APAC,false
TXN-00023572,CUS-012995,2026-05-20,4999,Add-on,EU,false
TXN-00023573,CUS-082988,2026-05-17,99,refund,APAC,false
TXN-00023574,CUS-033685,2026-08-21,999,Add-on,NA,false
TXN-00023575,CUS-068257,2026-08-09,99999,Add-on,APAC,false
TXN-00023576,CUS-012815,2026-03-05,9999,Add-on,NA,false
TXN-00023577,CUS-078872,2026-01-25,4999,refund,EU,false
TXN-00023578,CUS-045107,2026-02-08,9999,upgrade,EU,false
TXN-00023579,CUS-031861,2026-02-04,499,upgrade,EU,false
TXN-00023580,CUS-091865,2025-09-10,1999,refund,APAC,false
TXN-00023581,CUS-055044,2026-02-04,199,Add-on,NA,false
TXN-00023582,CUS-055052,2026-06-24,499,subscription,APAC,false
TXN-00023583,CUS-060106,2026-05-18,49999,Add-on,APAC,false
TXN-00023584,CUS-074564,2025-11-13,499,Add-on,EU,false
TXN-00023585,CUS-032687,2025-11-03,99999,downgrade,NA,false
TXN-00023586,CUS-073132,2026-01-17,19999,Add-on,EU,false
TXN-00023587,CUS-028049,2025-11-07,999,Add-on,NA,false
TXN-00023588,CUS-087465,2026-07-11,9999,refund,EU,false
TXN-00023589,CUS-008493,2025-11-26,99999,upgrade,EU,false
TXN-00023590,CUS-065068,2026-03-24,19999,subscription,APAC,false
TXN-00023591,CUS-063178,2026-03-15,99,upgrade,NA,false
TXN-00023592,CUS-021169,2026-04-04,4999,downgrade,NA,false
TXN-00023593,CUS-024762,2026-05-11,99,subscription,APAC,true
TXN-00023594,CUS-029296,2025-09-08,9999,subscription,EU,false
TXN-00023595,CUS-055117,2026-05-07,99999,downgrade,APAC,false
TXN-00023596,CUS-099765,2026-03-07,199,subscription,NA,false
TXN-00023597,CUS-055531,2025-12-22,99,downgrade,EU,false
TXN-00023598,CUS-092186,2026-01-11,499,upgrade,EU,false
TXN-00023599,CUS-008133,2026-09-01,199,subscription,EU,false
TXN-00023600,CUS-062132,2026-08-17,9999,upgrade,EU,false
TXN-00023601,CUS-061560,2025-12-10,9999,downgrade,APAC,false
TXN-00023602,CUS-074801,2026-03-05,99999,Add-on,NA,false
TXN-00023603,CUS-033301,2026-07-19,49999,upgrade,NA,false
TXN-00023604,CUS-051068,2026-07-07,99999,subscription,APAC,false
TXN-00023605,CUS-078788,2026-01-18,199,refund,APAC,false
TXN-00023606,CUS-062312,2026-05-31,499,refund,EU,false
TXN-00023607,CUS-066942,2026-08-02,99999,Add-on,EU,false
TXN-00023608,CUS-031500,2026-03-05,9999,refund,EU,true
TXN-00023609,CUS-080441,2026-07-01,99999,Add-on,EU,false
TXN-00023610,CUS-064862,2025-12-05,199,downgrade,NA,false
TXN-00023611,CUS-068428,2026-07-12,19999,Add-on,NA,true
TXN-00023612,CUS-032258,2026-02-25,199,subscription,EU,false
TXN-00023613,CUS-088878,2026-04-15,1999,Add-on,APAC,false
TXN-00023614,CUS-017670,2026-07-19,999,upgrade,NA,false
TXN-00023615,CUS-078582,2026-02-09,9999,downgrade,EU,false
TXN-00023616,CUS-097177,2025-10-23,499,Add-on,APAC,true
TXN-00023617,CUS-066689,2026-03-26,9999,subscription,EU,false
TXN-00023618,CUS-035530,2025-10-15,9999,upgrade,EU,false
TXN-00023619,CUS-058983,2025-12-08,499,upgrade,NA,false
TXN-00023620,CUS-003271,2026-05-13,499,subscription,APAC,false
TXN-00023621,CUS-012811,2026-04-25,9999,downgrade,NA,false
TXN-00023622,CUS-066118,2026-07-28,999,subscription,APAC,false
TXN-00023623,CUS-089986,2025-12-22,49999,refund,APAC,false
TXN-00023624,CUS-058134,2025-10-16,499,subscription,APAC,false
TXN-00023625,CUS-072734,2026-04-05,49999,upgrade,EU,false
TXN-00023626,CUS-077236,2025-10-23,99999,upgrade,APAC,false
TXN-00023627,CUS-042677,2026-07-19,999,downgrade,APAC,false
TXN-00023628,CUS-040196,2026-01-02,499,refund,EU,false
TXN-00023629,CUS-015938,2026-03-08,99999,upgrade,APAC,false
TXN-00023630,CUS-014318,2025-12-02,999,Add-on,NA,false
TXN-00023631,CUS-094852,2025-12-14,999,downgrade,EU,false
TXN-00023632,CUS-091714,2026-06-25,199,subscription,EU,false
TXN-00023633,CUS-042630,2026-07-28,99,refund,APAC,false
TXN-00023634,CUS-057724,2026-08-10,499,upgrade,EU,false
TXN-00023635,CUS-010348,2025-11-02,99999,downgrade,EU,false
TXN-00023636,CUS-058143,2026-04-30,1999,subscription,EU,false
TXN-00023637,CUS-069399,2026-07-23,4999,upgrade,EU,false
TXN-00023638,CUS-027929,2026-02-01,9999,subscription,EU,false
TXN-00023639,CUS-084327,2026-06-30,9999,downgrade,EU,false
TXN-00023640,CUS-090422,2026-02-17,499,downgrade,APAC,false
TXN-00023641,CUS-092568,2026-02-18,4999,subscription,EU,false
TXN-00023642,CUS-016083,2026-04-30,1999,upgrade,APAC,true
TXN-00023643,CUS-029370,2025-10-25,49999,downgrade,NA,false
TXN-00023644,CUS-041581,2025-09-05,99999,Add-on,EU,false
TXN-00023645,CUS-083156,2026-03-30,49999,upgrade,NA,true
TXN-00023646,CUS-057816,2026-08-20,1999,Add-on,NA,false
TXN-00023647,CUS-011886,2026-06-30,99999,downgrade,APAC,false
TXN-00023648,CUS-026668,2026-06-08,499,refund,EU,false
TXN-00023649,CUS-021877,2025-10-02,99,subscription,NA,false
TXN-00023650,CUS-055111,2026-04-19,1999,upgrade,NA,false
TXN-00023651,CUS-044892,2025-09-25,49999,refund,APAC,false
TXN-00023652,CUS-041214,2026-06-19,99999,subscription,EU,false
TXN-00023653,CUS-002245,2026-07-15,4999,Add-on,APAC,false
TXN-00023654,CUS-059550,2026-02-07,499,downgrade,EU,false
TXN-00023655,CUS-039000,2026-08-19,199,upgrade,EU,false
TXN-00023656,CUS-016841,2025-09-05,19999,refund,APAC,false
TXN-00023657,CUS-060942,2025-12-22,499,Add-on,APAC,false
TXN-00023658,CUS-072164,2026-04-19,1999,subscription,APAC,false
TXN-00023659,CUS-058239,2025-09-14,99999,downgrade,EU,false
TXN-00023660,CUS-042567,2025-12-18,49999,upgrade,APAC,false
TXN-00023661,CUS-009460,2026-06-02,49999,refund,NA,false
TXN-00023662,CUS-030048,2026-04-21,499,refund,EU,false
